"Ticker Symbol","Company Name","Phone Number","Fax Number","Address","Website","Index Membership","Sector","Industry","Full Time Employees"
"STNG","Scorpio Tankers Inc.","377 9798 5716","","9 Boulevard Charles III Le Millenium Monaco,          98000","","","","",""
"SMG","The Scotts Miracle-Gro Company","937-644-0011","937-578-5754","14111 Scottslawn Rd Marysville,         OH 43040-7800 United States -","","N/A","Basic Materials","Agricultural Chemicals","6,300"
"SNI","Scripps Networks Interactive, Inc.","513-824-3200","513-824-3383","312 Walnut Street 2800 Scripps Center Cincinnati,         OH 45202","","N/A","Services","Broadcasting - TV","2,000"
"LBF","","","","","","","","",""
"KHI","DWS High Income Trust","410-895-4800","410-895-4801","345 Park Avenue New York,         NY 10154-0004 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"KMM","DWS Multi-Market Income Trust","212-454-7190","","345 Park Avenue New York,         NY 10154-0004 United States -","","","","",""
"KTF","DWS Municipal Income Trust","212-454-7190","","345 Park Avenue 27th Floor New York,         NY 10154-0004","","","","",""
"KST","DWS Strategic Income Trust","212-454-7190","","345 Park Avenue New York,         NY 10154-0004 United States -","","","","",""
"KSM","DWS Strategic Municipal Income Trust","212-454-7190","","345 Park Avenue New York,         NY 10154-0004 United States -","","","","",""
"SBX","SeaBright Holdings, Inc.","206-269-8500","206-269-8912","1501 4th Avenue Suite 2600 Seattle,         WA 98101","","N/A","Financial","Property & Casualty Insurance","335"
"CKH","Seacor Holdings Inc.","954-523-2200","954-524-9185","2200 Eller Drive PO Box 13038 Fort Lauderdale,         FL 33316","","N/A","Services","Shipping","6,045"
"BOX","SeaCube Container Leasing Ltd.","201-391-0800","201-391-0356","1 Maynard Drive Park Ridge,         NJ 07656 United States -","","N/A","Services","Rental & Leasing Services","74"
"SDRL","SeaDrill Limited","441-295-6935","441-295-3494","Par-la-Ville Place 14 Par-la-Ville Road Hamilton,          HM 08","","N/A","Basic Materials","Oil & Gas Drilling & Exploration","9,800"
"SEE","Sealed Air Corporation","201-791-7600","201-703-4205","200 Riverfront Boulevard Elmwood Park,         NJ 07407-1033 United States -","","N/A","Consumer Goods","Packaging & Containers","16,100"
"ZZ","Sealy Corporation","336-861-3500","336-861-3501","Sealy Drive One Office Parkway Trinity,         NC 27370","","N/A","Consumer Goods","Home Furnishings & Fixtures","4,270"
"ZZC","","","","","","","","",""
"SSW","Seaspan Corp.","852 2540 1686","852 2540 1689","Unit 2 7th Floor Hong Kong,","","N/A","Services","Shipping","N/A"
"SSW^C","","","","","","","","",""
"JBN","","","","","","","","",""
"JBR","","","","","","","","",""
"SEM","Select Medical Holdings Corporation","717-972-1100","717-972-1042","4714 Gettysburg Road PO Box 2034 Mechanicsburg,         PA 17055","","N/A","Healthcare","Hospitals","18,100"
"SGZ","Selective Insurance Group Inc.","973-948-3000","973-948-0282","40 Wantage Avenue Branchville,         NJ 07890 United States -","","N/A","N/A","N/A","1,900"
"SEMG","SemGroup Corporation","918-524-8100","918-524-8290","Two Warren Place 6120 South Yale Avenue Tulsa,         OK 74136-4216","","N/A","Basic Materials","Oil & Gas Pipelines","800"
"SEMG/WS","","","","","","","","",""
"SMI","Semiconductor Manufacturing International Corp.","86 21 3861 0000","86 21 5080 2868","No 18 Zhangjiang Road Pudong New Area Shanghai,          201203","","N/A","Technology","Semiconductor - Integrated Circuits","9,931"
"SRE","Sempra Energy","619-696-2000","","101 Ash Street San Diego,         CA 92101 United States -","","","","",""
"ARK","","","","","","","","",""
"SNH","Senior Housing Properties Trust","617-796-8350","617-796-8349","Two Newton Place 255 Washington Street Newton,         MA 02458-2076","","N/A","Financial","REIT - Residential","N/A"
"ST","Sensata Technologies Holding NV","31 54 687 9555","31 54 687 0535","Kolthofsingel 8 Almelo,          7602 EM Netherlands -","","N/A","Consumer Goods","Electronic Equipment","10,500"
"SXT","Sensient Technologies Corporation","414-271-6755","414-347-3785","777 East Wisconsin Avenue Milwaukee,         WI 53202-5304 United States -","","N/A","Basic Materials","Specialty Chemicals","3,618"
"SQNS","Sequans Communications S.A.","33 1 70 72 16 00","33 1 70 72 16 09","Batiment Citicenter 19 Le Parvis de La Defense Paris,          92073","","N/A","Technology","Semiconductor - Integrated Circuits","182"
"SCI","Service Corp. International","713-522-5141","713-525-5586","1929 Allen Parkway Houston,         TX 77019 United States -","","N/A","Services","Personal Services","13,063"
"SHP","ShangPharma Corporation","86 21 5132 0088","86 21 5132 0110","No 5 Building 998 Halei Road Zhangjiang Hi-Tech Park Pudong New Area Shanghai,          201203","","N/A","Healthcare","Biotechnology","1,897"
"SJR","Shaw Communications, Inc.","403-750-4500","403-750-7469","630-3rd Avenue SW Suite 900 Calgary,         AB T2P 4L4","","N/A","Services","CATV Systems","12,500"
"SHAW","Shaw Group Inc.","225-932-2500","225-932-2661","4171 Essen Lane Baton Rouge,         LA 70809 United States -","","N/A","Industrial Goods","Heavy Construction","27,000"
"SHW","The Sherwin-Williams Company","216-566-2000","216-566-2947","101 West Prospect Avenue Cleveland,         OH 44115-1075 United States -","","N/A","Industrial Goods","General Building Materials","32,228"
"SHG","Shinhan Financial Group Company Limited","82 2 6360 3000","82 2 6263 8070","Jung-Gu 120 Taepyungro-2 Ga Seoul,          100-102","","N/A","Financial","Foreign Regional Banks","148"
"SFL","Ship Finance International Limited","441-295-9500","441-295-3494","Par-la-Ville Place PO Box HM 1593 14 Par-la-Ville Road Hamilton,          HM 08","","N/A","Services","Shipping","9"
"SI","Siemens AG","49 89 636 00","49 89 636 34242","Wittelsbacherplatz 2 Munich,          80333 Germany -","","N/A","Technology","Telecom Services - Foreign","360,000"
"SIG","Signet Jewelers Limited","441-296-5872","","Clarendon House 2 Church Street Hamilton,          HM11","","","","",""
"SLW","Silver Wheaton Corp.","604-684-9648","604-684-3123","666 Burrard Street Suite 3150 Vancouver,         BC V6C 2X8","","N/A","Basic Materials","Silver","N/A"
"SVM","Silvercorp Metals Inc.","604-669-9397","604-669-9387","200 Granville Street Suite 1378 Vancouver,         BC V6C 1S4","","N/A","Basic Materials","Silver","N/A"
"AAZ^K","","","","","","","","",""
"ZYZ^K","","","","","","","","",""
"DDZ^K","","","","","","","","",""
"FFZ^K","","","","","","","","",""
"IIZ^K","","","","","","","","",""
"SCR","Simcere Pharmaceutical Group.","86 25 8556 6666","86 25 8547 1729","No 699-18 Xuan Wu Avenue Xuan Wu District Nanjing,          210042","","N/A","Healthcare","Drug Manufacturers - Other","4,046"
"SPG","Simon Property Group Inc.","317-636-1600","317-685-7222","225 West Washington Street Indianapolis,         IN 46204 United States -","","N/A","Financial","REIT - Retail","3,500"
"SPG^J","","","","","","","","",""
"SSD","Simpson Manufacturing Co., Inc.","925-560-9000","925-833-1496","5956 West Las Positas Boulevard Pleasanton,         CA 94588 United States -","","N/A","Industrial Goods","Small Tools & Accessories","1,851"
"SMS","Sims Metal Management Limited","212-604-0710","212-604-0722","110 Fifth Avenue Seventh Floor New York,         NY 10011","","N/A","Services","Wholesale, Other","7,500"
"SGF","","","","","","","","",""
"SHI","Sinopec Shanghai Petrochemical Co. Ltd.","86 21 5794 1941","86 21 5794 2267","No 48 Jinyi Road Jinshan District Shanghai,          200540","","N/A","Basic Materials","Oil & Gas Refining & Marketing","16,369"
"SIX","Six Flags Entertainment Corporation","972-595-5000","972-641-0323","924 Avenue J East Grand Prairie,         TX 75050 United States -","","N/A","Services","General Entertainment","1,900"
"SJW","SJW Corp.","408-279-7800","408-279-7917","110 West Taylor Street San Jose,         CA 95110 United States -","","N/A","Utilities","Water Utilities","375"
"SKM","SK Telecom Co. Ltd.","82 2 6100 2114","","11 Euljiro 2-Ga Jung-gu Seoul,          100-999","","","","",""
"SKX","Skechers USA Inc.","310-318-3100","310-318-5019","228 Manhattan Beach Boulevard Manhattan Beach,         CA 90266 United States -","","N/A","Consumer Goods","Textile - Apparel Footwear & Accessories","2,517"
"SKH","Skilled Healthcare Group, Inc.","949-282-5800","949-282-5889","27442 Portola Parkway Suite 200 Foothill Ranch,         CA 92610","","N/A","Healthcare","Long-Term Care Facilities","13,353"
"SKY","Skyline Corp.","574-294-6521","574-293-0693","2520 By-Pass Road PO Box 743 Elkhart,         IN 46515","","N/A","Industrial Goods","Manufactured Housing","1,300"
"SLG","SL Green Realty Corp.","212-594-2700","212-216-1785","420 Lexington Avenue New York,         NY 10170 United States -","","N/A","Financial","REIT - Retail","1,027"
"SLG^C","","","","","","","","",""
"SLG^D","","","","","","","","",""
"SM","SM Energy Company","303-861-8140","303-861-0934","1775 Sherman Street Suite 1200 Denver,         CO 80203","","N/A","Basic Materials","Independent Oil & Gas","569"
"ZYY","","","","","","","","",""
"ZYY^A","","","","","","","","",""
"ZZA","","","","","","","","",""
"ZZB","","","","","","","","",""
"ZZD","","","","","","","","",""
"ZZE","","","","","","","","",""
"ZZF","","","","","","","","",""
"ZZG","","","","","","","","",""
"ZZH","","","","","","","","",""
"ZZI","","","","","","","","",""
"ZZJ","","","","","","","","",""
"ZZJJ","","","","","","","","",""
"SNN","Smith & Nephew plc","44 20 7401 7646","44 20 7930 3353","15 Adam Street London,          WC2N 6LA United Kingdom -","","N/A","Healthcare","Medical Appliances & Equipment","10,172"
"AOS","AO Smith Corp.","414-359-4030","414-359-4198","11270 West Park Place Milwaukee,         WI 53224 United States -","","N/A","Industrial Goods","Industrial Electrical Equipment","10,400"
"SFD","Smithfield Foods Inc.","757-365-3000","757-365-3017","200 Commerce Street Smithfield,         VA 23430 United States -","","N/A","Consumer Goods","Meat Products","46,350"
"SNA","Snap-on Inc.","262-656-5200","262-656-5577","2801 80th Street Kenosha,         WI 53143 United States -","","N/A","Industrial Goods","Small Tools & Accessories","11,300"
"SQM","Chemical & Mining Co. of Chile Inc.","56 2 425 2000","","El Trovador 4285 6th Floor Santiago,","","","","",""
"SWI","SolarWinds, Inc.","512-682-9300","512-682-9301","3711 South MoPac Expressway Building Two Austin,         TX 78746","","N/A","Technology","Application Software","596"
"SLH","Solera Holdings Inc.","817-961-2100","858-946-1750","7 Village Circle Suite 100 Westlake,         TX 76262","","N/A","Technology","Business Software & Services","2,300"
"SOA","Solutia Inc.","314-674-1000","314-674-1585","575 Maryville Centre Drive St Louis,         MO 63141 United States -","","N/A","Basic Materials","Specialty Chemicals","3,300"
"SOA/WS","","","","","","","","",""
"SAH","Sonic Automotive Inc.","704-566-2400","704-536-5116","6415 Idlewild Road Suite 109 Charlotte,         NC 28212","","N/A","Services","Auto Dealerships","9,200"
"SON","Sonoco Products Co.","843-383-7000","843-383-7008","1 North Second Street Hartsville,         SC 29550 United States -","","N/A","Consumer Goods","Paper & Paper Products","17,300"
"SNE","Sony Corporation","81 3 6748 2111","81 3 5448 2244","1-7-1 Konan Minato-ku Tokyo,          108-0075","","N/A","Consumer Goods","Electronic Equipment","N/A"
"BID","Sotheby's","212-606-7000","212-606-7107","1334 York Avenue New York,         NY 10021 United States -","","N/A","Services","Specialty Retail, Other","1,380"
"SFUN","SouFun Holdings Ltd.","86 10 5930 6668","86 10 5930 6137","8th Floor, Tower 3 Xihuan Plaza No 1 Xizhimenwai Avenue Beijing,          100044","","N/A","Technology","Internet Information Providers","5,868"
"SOR","Source Capital, Inc.","310-473-0225","310-996-5450","11400 West Olympic Boulevard Suite 1200 Los Angeles,         CA 90064","","N/A","Financial","Closed-End Fund - Equity","N/A"
"SOR^","","","","","","","","",""
"SJI","South Jersey Industries, Inc.","609-561-9000","609-561-8225","1 South Jersey Plaza Folsom,         NJ 08037 United States -","","N/A","Utilities","Gas Utilities","650"
"SO","Southern Company","404-506-5000","404-506-0455","30 Ivan Allen Jr Boulevard NW Atlanta,         GA 30308 United States -","","Dow Jones CompositeDow Utilites","Utilities","Electric Utilities","25,940"
"SCCO","Southern Copper Corp.","602-264-1375","602-264-1397","1440 East Missouri Avenue Suite C-175 Phoenix,         AZ 85014","","N/A","Basic Materials","Copper","11,126"
"SUG","Southern Union Co.","713-989-2000","713-989-1121","5444 Westheimer Road Houston,         TX 77056-5306 United States -","","N/A","Utilities","Gas Utilities","2,437"
"LUV","Southwest Airlines Co.","214-792-4000","215-904-5015","PO Box 36611 Dallas,         TX 75235-1611 United States -","","Dow Jones CompositeDow Transportation","Services","Regional Airlines","45,112"
"SWX","Southwest Gas Corporation","702-876-7237","702-876-7037","5241 Spring Mountain Road Las Vegas,         NV 89150-0002 United States -","","N/A","Utilities","Gas Utilities","4,802"
"SWN","Southwestern Energy Co.","281-618-4700","281-618-4818","2350 North Sam Houston Parkway East Suite 125 Houston,         TX 77032","","N/A","Basic Materials","Independent Oil & Gas","2,088"
"SSS","Sovran Self Storage Inc.","716-633-1850","716-633-3397","6467 Main Street Buffalo,         NY 14221 United States -","","N/A","Financial","REIT - Industrial","1,027"
"CODE","Spansion Inc.","408-962-2500","","915 DeGuigne Drive Sunnyvale,         CA 94085 United States -","","","","",""
"SEH","Spartech Corp.","314-721-4242","314-721-1447","120 South Central Avenue Suite 1700 Clayton,         MO 63105-1705","","N/A","Consumer Goods","Rubber & Plastics","2,500"
"SPA","Sparton Corp.","800-772-7866","","425 North Martingale Road Suite 2050 Schaumburg,         IL 60173-2213","","","","",""
"SPE","Special Opportunities Fund, Inc.","201-881-7104","201-556-0097","Park 80 West 250 Pehle Avenue Saddle Brook,         NJ 07663","","","","",""
"SE","Spectra Energy Corp.","713-627-5400","713-627-4607","5400 Westheimer Court Houston,         TX 77056-5310 United States -","","N/A","Basic Materials","Oil & Gas Pipelines","5,500"
"SEP","Spectra Energy Partners, LP","713-627-5400","713-627-4607","5400 Westheimer Court Houston,         TX 77056 United States -","","N/A","Basic Materials","Oil & Gas Pipelines","N/A"
"SPB","Spectrum Brands Holdings, Inc.","608-275-3340","608-275-4973","601 Rayovac Drive Madison,         WI 53711-2497 United States -","","N/A","Consumer Goods","Appliances","5,900"
"TRK","Speedway Motorsports Inc.","704-455-3239","704-455-2547","5555 Concord Parkway South Concord,         NC 28027 United States -","","N/A","Services","Sporting Activities","791"
"SPR","Spirit AeroSystems Holdings Inc","316-526-9000","","3801 South Oliver Street Wichita,         KS 67210 United States -","","","","",""
"S","Sprint Nextel Corp.","800-829-0965","","6200 Sprint Parkway Overland Park,         KS 66251-4300 United States -","","","","",""
"SPW","SPX Corporation","704-752-4400","704-752-4505","13515 Ballantyne Corporate Place Charlotte,         NC 28277 United States -","","N/A","Industrial Goods","Diversified Machinery","15,500"
"JOE","The St. Joe Company","850-588-2300","904-301-4201","133 South WaterSound Parkway WaterSoun,         FL 32413 United States -","","N/A","Financial","Real Estate Development","118"
"STJ","St. Jude Medical Inc.","651-756-2000","651-756-4310","One St Jude Medical Drive St Paul,         MN 55117-9983 United States -","","N/A","Healthcare","Medical Appliances & Equipment","15,000"
"STAG","STAG Industrial, Inc.","617-574-4777","","99 High Street 28th Floor Boston,         MA 02110","","","","",""
"STAG^A","","","","","","","","",""
"SSI","Stage Stores Inc.","877-737-8243","","10201 Main Street Houston,         TX 77025 United States -","","","","",""
"SFG","StanCorp Financial Group Inc.","971-321-7000","971-321-6776","1100 SW Sixth Avenue Portland,         OR 97204 United States -","","N/A","Financial","Accident & Health Insurance","3,091"
"SMP","Standard Motor Products Inc.","718-392-0200","718-729-4549","37-18 Northern Boulevard Long Island City,         NY 11101-1616 United States -","","N/A","Consumer Goods","Auto Parts","3,200"
"SPF","Standard Pacific Corp.","949-789-1600","949-789-1609","15360 Barranca Parkway Irvine,         CA 92618-2215 United States -","","N/A","Industrial Goods","Residential Construction","775"
"SR","The Standard Register Company","937-221-1000","937-221-1205","600 Albany Street Dayton,         OH 45408 United States -","","N/A","Consumer Goods","Office Supplies","2,600"
"SXI","Standex International Corp.","603-893-9701","603-893-7324","11 Keewaydin Drive Salem,         NH 03079 United States -","","N/A","Industrial Goods","Industrial Equipment & Components","4,000"
"SWK","Stanley Black & Decker, Inc.","860-225-5111","860-827-3895","1000 Stanley Drive New Britain,         CT 06053 United States -","","N/A","Industrial Goods","Machine Tools & Accessories","36,700"
"SWU","","","","","","","","",""
"STN","Stantec Inc.","780-917-7000","780-917-7330","10160-112th Street Suite 200 Edmonton,         AB T5K 2L6","","N/A","Services","Technical Services","11,000"
"SGU","Star Gas Partners, L.P.","203-328-7310","203-328-7422","2187 Atlantic Street Stamford,         CT 06902 United States -","","N/A","Basic Materials","Oil & Gas Pipelines","2,677"
"SRT","StarTek, Inc.","303-262-4500","303-320-7732","44 Cook Street Suite 400 Denver,         CO 80206","","N/A","Services","Staffing & Outsourcing Services","8,900"
"HOT","Starwood Hotels & Resorts Worldwide Inc.","914-640-8100","914-640-8310","1111 Westchester Avenue White Plains,         NY 10604 United States -","","N/A","Services","Lodging","145,000"
"STWD","Starwood Property Trust, Inc.","203-422-8100","203-422-7784","591 West Putnam Avenue Greenwich,         CT 06830 United States -","","N/A","Financial","REIT - Diversified","N/A"
"STT","State Street Corp.","617-786-3000","617-654-3386","One Lincoln Street Boston,         MA 02111 United States -","","N/A","Financial","Regional - Northeast Banks","29,685"
"STO","Statoil ASA","47 51 99 00 00","47 51 99 00 50","Forusbeen 50 Stavanger,          4035 Norway -","","N/A","Basic Materials","Oil & Gas Drilling & Exploration","33,076"
"SCS","Steelcase Inc.","616-247-2710","616-475-2270","901 44th Street SE Grand Rapids,         MI 49508-7594 United States -","","N/A","Consumer Goods","Business Equipment","10,000"
"LVB","Steinway Musical Instruments Inc.","781-894-9770","781-894-9803","800 South Street Suite 305 Waltham,         MA 02453","","N/A","Consumer Goods","Recreational Goods, Other","1,680"
"SCL","Stepan Company","847-446-7500","847-501-2100","Edens and Winnetka Road Northfield,         IL 60093 United States -","","N/A","Consumer Goods","Cleaning Products","1,768"
"SCL^","","","","","","","","",""
"STE","Steris Corp.","440-354-2600","440-639-4457","5960 Heisley Road Mentor,         OH 44060-1834 United States -","","N/A","Healthcare","Medical Appliances & Equipment","5,000"
"STL","Sterling Bancorp","212-757-3300","212-826-2413","650 Fifth Avenue New York,         NY 10019-6108 United States -","","N/A","Financial","Regional - Northeast Banks","558"
"STL^A","","","","","","","","",""
"SLT","Sterlite Industries (India) Ltd.","91 22 6646 1000","91 22 6646 1451","Vedanta 75 Nehru Road Vile Parle East Mumbai,          400099","","N/A","Basic Materials","Copper","N/A"
"STC","Stewart Information Services Corp.","713-625-8100","713-552-9523","1980 Post Oak Boulevard Suite 800 Houston,         TX 77056","","N/A","Financial","Property & Casualty Insurance","5,700"
"SF","Stifel Financial Corp.","314-342-2000","314-342-2097","One Financial Plaza 501 North Broadway St Louis,         MO 63102-2102","","N/A","Financial","Investment Brokerage - Regional","4,906"
"SWC","Stillwater Mining Co.","406-373-8700","406-373-8701","1321 Discovery Drive Billings,         MT 59012 United States -","","N/A","Basic Materials","Industrial Metals & Minerals","1,354"
"STM","STMicroelectronics NV","41 22 929 29 29","41 22 929 29 88","39 Chemin du Champ des Filles Plan-Les-Ouates C P 21 Geneva,          1228","","N/A","Technology","Semiconductor - Broad Line","53,300"
"SGY","Stone Energy Corp.","337-237-0410","337-237-0426","625 East Kaliste Saloom Road Lafayette,         LA 70508 United States -","","N/A","Basic Materials","Independent Oil & Gas","331"
"EDF","","","","","","","","",""
"STON","Stonemor Partners LP","215-826-2800","","311 Veterans Highway Suite B Levittown,         PA 19056","","","","",""
"SRI","Stoneridge Inc.","330-856-2443","330-856-3618","9400 East Market Street Warren,         OH 44484 United States -","","N/A","Consumer Goods","Auto Parts","6,800"
"STRI","STR Holdings, Inc.","860-758-7300","","1699 King Street Suite 400 Enfield,         CT 06082","","","","",""
"SGL","","","","","","","","",""
"BEE","Strategic Hotels & Resorts, Inc.","312-658-5000","312-658-5799","200 West Madison Street Suite 1700 Chicago,         IL 60606-3415","","N/A","Financial","REIT - Hotel/Motel","39"
"BEE^A","","","","","","","","",""
"BEE^B","","","","","","","","",""
"BEE^C","","","","","","","","",""
"HYY","","","","","","","","",""
"HZK","","","","","","","","",""
"SYK","Stryker Corp.","269-385-2600","269-385-1062","2825 Airview Boulevard Kalamazoo,         MI 49002 United States -","","N/A","Healthcare","Medical Appliances & Equipment","20,036"
"RGR","Sturm, Ruger & Co. Inc.","203-259-7843","203-256-3367","Lacey Place Southport,         CT 06890 United States -","","N/A","Consumer Goods","Sporting Goods","1,164"
"SPH","Suburban Propane Partners LP","973-887-5300","973-515-5981","One Suburban Plaza 240 Route 10 West Whippany,         NJ 07981-0206","","N/A","Utilities","Gas Utilities","2,385"
"SFSF","SuccessFactors, Inc.","650-645-2000","650-645-2099","1500 Fashion Island Boulevard Suite 300 San Mateo,         CA 94404","","N/A","Technology","Business Software & Services","1,447"
"SMFG","Sumitomo Mitsui Financial Group Inc.","81 3 3282 8111","81 3 4333 9954","1-2 Marunouchi 1-chome Chiyoda-ku Tokyo,          100-0005","","N/A","Financial","Foreign Regional Banks","61,555"
"INN","Summit Hotel Properties, Inc.","605-361-9566","","2701 South Minnesota Avenue Suite 6 Sioux Falls,         SD 57105","","","","",""
"INN^A","","","","","","","","",""
"SUI","Sun Communities Inc.","248-208-2500","248-932-3072","27777 Franklin Road Suite 200 Southfield,         MI 48034","","N/A","Financial","REIT - Residential","747"
"SLF","Sun Life Financial Inc.","416-979-9966","416-979-3209","Sun Life Centre 150 King Street West Toronto,         ON M5H 1J9","","N/A","Financial","Life Insurance","14,755"
"FGF","SunAmerica Focused Alpha Growth Fund Inc.","201-324-6300","201-324-6328","Harborside Financial Center 3200 Plaza 5 Jersey City,         NJ 07311-4992","","N/A","Financial","Closed-End Fund - Equity","N/A"
"FGI","Sunamerica Focused Alpha Large-Cap Fund, Inc.","201-324-6300","201-324-6328","Harborside Financial Center 3200 Plaza 5 Jersey City,         NJ 07311-4992","","N/A","Financial","Closed-End Fund - Equity","N/A"
"SXC","SunCoke Energy Inc.","865-288-5200","865-288-5280","Parkside Plaza 11400 Parkside Drive Knoxville,         TN 37934","","N/A","Basic Materials","Steel & Iron","1,140"
"SXC$","","","","","","","","",""
"SU","Suncor Energy Inc.","403-296-8000","403-296-3030","150-6 Avenue SouthWest Calgary,         AB T2P 3E3 Canada -","","N/A","Basic Materials","Independent Oil & Gas","12,076"
"SXL","Sunoco Logistics Partners L.P.","866-248-4344","","1818 Market Street Suite 1500 Philadelphia,         PA 19103","","","","",""
"SUN","Sunoco, Inc.","215-977-3000","215-977-3409","1735 Market Street Suite LL Philadelphia,         PA 19103-7583","","N/A","Basic Materials","Oil & Gas Refining & Marketing","10,200"
"SUN$","","","","","","","","",""
"SRZ","Sunrise Senior Living Inc.","703-273-7500","703-744-1601","7900 Westpark Drive Suite T-900 McLean,         VA 22102","","N/A","Healthcare","Long-Term Care Facilities","31,700"
"SHO","Sunstone Hotel Investors Inc.","949-330-4000","949-369-3134","120 Vantis Suite 350 Aliso Viejo,         CA 92656","","N/A","Financial","REIT - Hotel/Motel","35"
"SHO^A","","","","","","","","",""
"SHO^D","","","","","","","","",""
"STP","Suntech Power Holdings Co. Ltd.","86 21 6288 5574","86 21 6288 5574","R&amp;D Mansion 9 Xinhua Road Wuxi,          214028","","N/A","Technology","Diversified Electronics","20,231"
"STI","SunTrust Banks, Inc.","404-588-7711","404-332-3875","303 Peachtree Street NE Atlanta,         GA 30308 United States -","","N/A","Financial","Money Center Banks","29,056"
"STI/WS/A","","","","","","","","",""
"STI/WS/B","","","","","","","","",""
"STI^A","","","","","","","","",""
"STI^Z","","","","","","","","",""
"SPN","Superior Energy Services, Inc.","504-587-7374","504-362-1818","601 Poydras Street Suite 2400 New Orleans,         LA 70130","","N/A","Basic Materials","Oil & Gas Equipment & Services","5,700"
"SUP","Superior Industries International, Inc.","818-781-4973","818-780-3500","7800 Woodley Avenue Van Nuys,         CA 91406-1788 United States -","","N/A","Consumer Goods","Auto Parts","3,500"
"SVU","SUPERVALU Inc.","952-828-4000","952-828-8955","East View Innovation Center 7075 Flying Cloud Drive Eden Prairie,         MN 55344","","N/A","Services","Grocery Stores","142,000"
"SUS^A","","","","","","","","",""
"SFY","Swift Energy Co.","281-874-2700","281-874-2726","16825 Northchase Drive Suite 400 Houston,         TX 77060","","N/A","Basic Materials","Independent Oil & Gas","292"
"SWFT","Swift Transportation Company","602-269-9700","602-269-8542","2200 South 75th Avenue Phoenix,         AZ 85043 United States -","","N/A","Consumer Goods","Trucks & Other Vehicles","18,000"
"SWZ","The Swiss Helvetia Fund Inc.","212-332-7930","212-332-7931","1270 Avenue of the Americas Suite 400 New York,         NY","","N/A","Financial","Closed-End Fund - Foreign","N/A"
"SWS","SWS Group, Inc.","214-859-1800","214-658-9312","1201 Elm Street Suite 3500 Dallas,         TX 75270","","N/A","Financial","Investment Brokerage - Regional","1,073"
"SYA","Symetra Financial Corporation","425-256-8000","425-256-5737","777 108th Avenue NE Suite 1200 Bellevue,         WA 98004-5135","","N/A","Financial","Life Insurance","1,100"
"SMA","Symmetry Medical, Inc.","574-268-2252","574-267-4551","3724 N State Road 15 Warsaw,         IN 46582 United States -","","N/A","Healthcare","Medical Appliances & Equipment","2,797"
"SYT","Syngenta AG","41 61 323 11 11","41 61 323 12 12","Schwarzwaldallee 215 Basel,          4058 Switzerland -","","N/A","Basic Materials","Agricultural Chemicals","26,000"
"SNX","SYNNEX Corp.","510-656-3333","510-668-3777","44201 Nobel Drive Fremont,         CA 94538 United States -","","N/A","Services","Business Services","10,000"
"SNV","Synovus Financial Corp.","706-649-2311","706-641-6555","1111 Bay Avenue Suite 500 Columbus,         GA 31901","","N/A","Financial","Regional - Mid-Atlantic Banks","5,285"
"SNV^T","","","","","","","","",""
"GJD","","","","","","","","",""
"GJH","","","","","","","","",""
"GJI","","","","","","","","",""
"GJJ","","","","","","","","",""
"GJK","","","","","","","","",""
"GJN","","","","","","","","",""
"GJO","","","","","","","","",""
"GJS","","","","","","","","",""
"GJP","","","","","","","","",""
"GJR","","","","","","","","",""
"GJT","","","","","","","","",""
"GJV","","","","","","","","",""
"SYY","Sysco Corp.","281-584-1390","281-584-1737","1390 Enclave Parkway Houston,         TX 77077-2099 United States -","","N/A","Services","Food Wholesale","46,000"
"SYX","Systemax Inc.","516-608-7000","516-608-7001","11 Harbor Park Drive Port Washington,         NY 11050 United States -","","N/A","Technology","Technical & System Software","5,600"
"SYSW","Syswin Inc.","86 10 8497 8088","86 10 8497 8788","9th Floor Syswin Building No 316 Nan Hu Zhong Yuan Chaoyang District Beijing,          100102","","N/A","Financial","Property Management","2,566"
"TWN","","","","","","","","",""
"TSM","Taiwan Semiconductor Manufacturing Co. Ltd.","886 3 563 6688","886 3 563 7000","No 8 Li-Hsin Road 6 Hsinchu Science Park Hsinchu,          300","","N/A","Technology","Semiconductor - Integrated Circuits","35,382"
"XRS","TAL Education Group","86 10 5292 6669","","18th Floor Hesheng Building 32 Zhongguancun Avenue Haidian District Beijing,          100080","","","","",""
"TAL","TAL International Group, Inc.","914-251-9000","914-697-2549","100 Manhattanville Road Purchase,         NY 10577-2135 United States -","","N/A","Services","Rental & Leasing Services","172"
"TLB","The Talbots Inc.","781-749-7600","781-741-4369","One Talbots Drive Hingham,         MA 02043 United States -","","N/A","Services","Apparel Stores","3,484"
"TLM","Talisman Energy Inc.","403-237-1234","403-237-1902","888-3rd Street SW Suite 2000 Calgary,         AB T2P 5C5","","N/A","Basic Materials","Independent Oil & Gas","3,078"
"TAM","TAM S.A.","55 11 5582 8242","55 11 5582 8243","Avenida Jurandir 856-Lote 4 1 Andar Sao Paulo,         SP 04072-000","","N/A","Services","Major Airlines","28,193"
"SKT","Tanger Factory Outlet Centers Inc.","336-292-3010","336-852-2096","3200 Northline Avenue Suite 360 Greensboro,         NC 27408","","N/A","Financial","REIT - Retail","197"
